propertyType,transactionType,furnished,address,rooms,bathrooms,surfaceArea,amenities,customAmenities,title,description,price (€)
apartment,renting,unfurnished,"Strada Băneasa 12, Sector 1, București",2,1,67.6,"['garden', 'balcony', 'gym', 'dishwasher-washing', 'pool']",[],"Apartment in Strada Băneasa 12, Sector 1, București","Spacious and well-located apartment in Strada Băneasa 12, Sector 1, București.",797.54
apartment,renting,furnished,"Strada Lujerului 33, Sector 6, București",2,2,53.9,"['garden', 'gym']",[],"Apartment in Strada Lujerului 33, Sector 6, București","Spacious and well-located apartment in Strada Lujerului 33, Sector 6, București.",413.94
penthouse,renting,furnished,"Calea Moșilor 155, Sector 2, București",5,2,238.0,"['pool', 'gym', 'balcony', 'air-conditioning', 'garden']",[],"Penthouse in Calea Moșilor 155, Sector 2, București","Spacious and well-located penthouse in Calea Moșilor 155, Sector 2, București.",2091.77
penthouse,renting,furnished,"Strada Rahova 89, Sector 5, București",4,3,149.3,"['elevator', 'pet-friendly', 'balcony', 'heating']",[],"Penthouse in Strada Rahova 89, Sector 5, București","Spacious and well-located penthouse in Strada Rahova 89, Sector 5, București.",1036.65
house,renting,unfurnished,"Calea Șerban Vodă 112, Sector 4, București",6,4,244.9,"['pool', 'air-conditioning', 'elevator', 'garden', 'heating', 'balcony']",[],"House in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located house in Calea Șerban Vodă 112, Sector 4, București.",2018.01
apartment,renting,furnished,"Strada Progresului 60, Sector 5, București",2,1,63.8,"['garden', 'dishwasher-washing', 'elevator', 'wifi']",[],"Apartment in Strada Progresului 60, Sector 5, București","Spacious and well-located apartment in Strada Progresului 60, Sector 5, București.",449.55
penthouse,renting,partially-furnished,"Șoseaua Colentina 85, Sector 2, București",4,2,186.5,"['pool', 'gym', 'wifi', 'balcony', 'garden']",[],"Penthouse in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located penthouse in Șoseaua Colentina 85, Sector 2, București.",1525.34
studio,renting,partially-furnished,"Strada Turnu Măgurele 145, Sector 4, București",1,1,31.8,"['pool', 'balcony', 'heating', 'air-conditioning', 'garden']",[],"Studio in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located studio in Strada Turnu Măgurele 145, Sector 4, București.",224.56
studio,renting,partially-furnished,"Bulevardul Decebal 23, Sector 3, București",1,1,36.5,"['gym', 'parking', 'heating']",[],"Studio in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located studio in Bulevardul Decebal 23, Sector 3, București.",273.54
studio,renting,partially-furnished,"Strada Progresului 60, Sector 5, București",1,1,27.7,"['parking', 'dishwasher-washing', 'air-conditioning', 'wifi', 'elevator']",[],"Studio in Strada Progresului 60, Sector 5, București","Spacious and well-located studio in Strada Progresului 60, Sector 5, București.",201.49
penthouse,renting,furnished,"Strada Lujerului 33, Sector 6, București",3,2,121.5,"['gym', 'balcony']",[],"Penthouse in Strada Lujerului 33, Sector 6, București","Spacious and well-located penthouse in Strada Lujerului 33, Sector 6, București.",1042.09
studio,renting,partially-furnished,"Strada Progresului 60, Sector 5, București",1,1,37.3,"['balcony', 'pet-friendly', 'wifi', 'pool', 'parking', 'garden']",[],"Studio in Strada Progresului 60, Sector 5, București","Spacious and well-located studio in Strada Progresului 60, Sector 5, București.",253.53
house,renting,furnished,"Bulevardul Decebal 23, Sector 3, București",4,2,151.0,"['heating', 'dishwasher-washing', 'gym', 'elevator']",[],"House in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located house in Bulevardul Decebal 23, Sector 3, București.",1169.01
apartment,renting,unfurnished,"Strada Turnu Măgurele 145, Sector 4, București",4,2,107.0,"['elevator', 'balcony', 'heating', 'parking', 'pet-friendly', 'pool']",[],"Apartment in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located apartment in Strada Turnu Măgurele 145, Sector 4, București.",737.76
apartment,renting,unfurnished,"Strada Turnu Măgurele 145, Sector 4, București",3,1,108.8,"['gym', 'parking', 'garden', 'balcony', 'heating', 'elevator']",[],"Apartment in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located apartment in Strada Turnu Măgurele 145, Sector 4, București.",848.5
apartment,renting,furnished,"Strada Rahova 89, Sector 5, București",2,2,50.4,"['dishwasher-washing', 'heating', 'balcony', 'elevator', 'air-conditioning', 'pet-friendly']",[],"Apartment in Strada Rahova 89, Sector 5, București","Spacious and well-located apartment in Strada Rahova 89, Sector 5, București.",322.6
apartment,renting,partially-furnished,"Strada Lujerului 33, Sector 6, București",2,1,51.4,"['pool', 'garden', 'dishwasher-washing', 'air-conditioning']",[],"Apartment in Strada Lujerului 33, Sector 6, București","Spacious and well-located apartment in Strada Lujerului 33, Sector 6, București.",478.16
loft,renting,partially-furnished,"Strada Progresului 60, Sector 5, București",3,2,98.9,"['gym', 'pet-friendly', 'wifi', 'pool', 'garden']",[],"Loft in Strada Progresului 60, Sector 5, București","Spacious and well-located loft in Strada Progresului 60, Sector 5, București.",625.67
studio,renting,furnished,"Strada Progresului 60, Sector 5, București",1,1,41.6,"['parking', 'heating', 'elevator']",[],"Studio in Strada Progresului 60, Sector 5, București","Spacious and well-located studio in Strada Progresului 60, Sector 5, București.",262.44
loft,renting,partially-furnished,"Bulevardul Iuliu Maniu 202, Sector 6, București",3,1,104.7,"['air-conditioning', 'gym', 'pool', 'heating', 'balcony']",[],"Loft in Bulevardul Iuliu Maniu 202, Sector 6, București","Spacious and well-located loft in Bulevardul Iuliu Maniu 202, Sector 6, București.",882.46
studio,renting,furnished,"Strada Aviației 10, Sector 1, București",1,1,27.8,"['pool', 'elevator']",[],"Studio in Strada Aviației 10, Sector 1, București","Spacious and well-located studio in Strada Aviației 10, Sector 1, București.",311.02
apartment,renting,unfurnished,"Calea Șerban Vodă 112, Sector 4, București",2,1,54.1,"['elevator', 'parking']",[],"Apartment in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located apartment in Calea Șerban Vodă 112, Sector 4, București.",378.19
studio,renting,unfurnished,"Strada Băneasa 12, Sector 1, București",1,1,41.6,"['garden', 'pool', 'pet-friendly']",[],"Studio in Strada Băneasa 12, Sector 1, București","Spacious and well-located studio in Strada Băneasa 12, Sector 1, București.",485.06
studio,renting,partially-furnished,"Șoseaua Colentina 85, Sector 2, București",1,1,28.8,"['balcony', 'dishwasher-washing', 'parking', 'heating', 'air-conditioning']",[],"Studio in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located studio in Șoseaua Colentina 85, Sector 2, București.",272.9
house,renting,furnished,"Calea Moșilor 155, Sector 2, București",4,2,140.7,"['dishwasher-washing', 'heating']",[],"House in Calea Moșilor 155, Sector 2, București","Spacious and well-located house in Calea Moșilor 155, Sector 2, București.",1376.25
apartment,renting,partially-furnished,"Strada Lujerului 33, Sector 6, București",3,2,80.9,"['balcony', 'pet-friendly', 'wifi', 'parking', 'gym', 'elevator']",[],"Apartment in Strada Lujerului 33, Sector 6, București","Spacious and well-located apartment in Strada Lujerului 33, Sector 6, București.",751.05
penthouse,renting,unfurnished,"Bulevardul Decebal 23, Sector 3, București",4,2,160.1,"['air-conditioning', 'garden']",[],"Penthouse in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located penthouse in Bulevardul Decebal 23, Sector 3, București.",1207.85
apartment,renting,unfurnished,"Strada Lujerului 33, Sector 6, București",2,1,61.9,"['balcony', 'elevator', 'air-conditioning']",[],"Apartment in Strada Lujerului 33, Sector 6, București","Spacious and well-located apartment in Strada Lujerului 33, Sector 6, București.",575.38
apartment,renting,unfurnished,"Bulevardul Iuliu Maniu 202, Sector 6, București",3,1,88.5,"['parking', 'dishwasher-washing', 'heating', 'elevator']",[],"Apartment in Bulevardul Iuliu Maniu 202, Sector 6, București","Spacious and well-located apartment in Bulevardul Iuliu Maniu 202, Sector 6, București.",781.98
studio,renting,partially-furnished,"Strada Lujerului 33, Sector 6, București",1,1,34.8,"['pet-friendly', 'air-conditioning', 'dishwasher-washing', 'parking']",[],"Studio in Strada Lujerului 33, Sector 6, București","Spacious and well-located studio in Strada Lujerului 33, Sector 6, București.",314.53
penthouse,renting,unfurnished,"Calea Moșilor 155, Sector 2, București",5,2,184.2,"['pool', 'garden', 'dishwasher-washing', 'wifi']",[],"Penthouse in Calea Moșilor 155, Sector 2, București","Spacious and well-located penthouse in Calea Moșilor 155, Sector 2, București.",1681.83
studio,renting,furnished,"Strada Băneasa 12, Sector 1, București",1,1,34.2,"['balcony', 'gym', 'parking', 'dishwasher-washing', 'garden', 'wifi']",[],"Studio in Strada Băneasa 12, Sector 1, București","Spacious and well-located studio in Strada Băneasa 12, Sector 1, București.",403.6
loft,renting,partially-furnished,"Șoseaua Colentina 85, Sector 2, București",2,1,68.2,"['air-conditioning', 'gym', 'heating', 'parking', 'pool']",[],"Loft in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located loft in Șoseaua Colentina 85, Sector 2, București.",617.12
loft,renting,partially-furnished,"Calea Moșilor 155, Sector 2, București",3,2,96.1,"['pool', 'wifi']",[],"Loft in Calea Moșilor 155, Sector 2, București","Spacious and well-located loft in Calea Moșilor 155, Sector 2, București.",870.52
apartment,renting,unfurnished,"Strada Rahova 89, Sector 5, București",4,2,134.5,"['pool', 'dishwasher-washing', 'wifi']",[],"Apartment in Strada Rahova 89, Sector 5, București","Spacious and well-located apartment in Strada Rahova 89, Sector 5, București.",1031.34
studio,renting,partially-furnished,"Bulevardul Decebal 23, Sector 3, București",1,1,41.1,"['garden', 'heating', 'gym']",[],"Studio in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located studio in Bulevardul Decebal 23, Sector 3, București.",307.26
penthouse,renting,furnished,"Bulevardul Decebal 23, Sector 3, București",3,3,102.3,"['dishwasher-washing', 'garden', 'balcony']",[],"Penthouse in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located penthouse in Bulevardul Decebal 23, Sector 3, București.",756.49
apartment,renting,unfurnished,"Bulevardul Decebal 23, Sector 3, București",4,1,125.2,"['pet-friendly', 'air-conditioning', 'elevator', 'dishwasher-washing', 'gym']",[],"Apartment in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located apartment in Bulevardul Decebal 23, Sector 3, București.",1035.32
penthouse,renting,furnished,"Strada Lujerului 33, Sector 6, București",5,2,206.5,"['dishwasher-washing', 'elevator', 'parking']",[],"Penthouse in Strada Lujerului 33, Sector 6, București","Spacious and well-located penthouse in Strada Lujerului 33, Sector 6, București.",1635.26
house,renting,partially-furnished,"Strada Matei Basarab 50, Sector 3, București",4,2,165.7,"['dishwasher-washing', 'pet-friendly', 'gym']",[],"House in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located house in Strada Matei Basarab 50, Sector 3, București.",1269.58
loft,renting,unfurnished,"Șoseaua Colentina 85, Sector 2, București",3,1,103.2,"['parking', 'dishwasher-washing', 'pet-friendly', 'heating', 'wifi', 'balcony']",[],"Loft in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located loft in Șoseaua Colentina 85, Sector 2, București.",988.03
loft,renting,furnished,"Strada Turnu Măgurele 145, Sector 4, București",3,2,107.7,"['garden', 'air-conditioning', 'gym', 'pet-friendly', 'elevator']",[],"Loft in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located loft in Strada Turnu Măgurele 145, Sector 4, București.",874.7
loft,renting,furnished,"Strada Matei Basarab 50, Sector 3, București",3,2,103.7,"['balcony', 'dishwasher-washing', 'heating', 'parking', 'air-conditioning']",[],"Loft in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located loft in Strada Matei Basarab 50, Sector 3, București.",753.82
penthouse,renting,furnished,"Strada Progresului 60, Sector 5, București",3,3,110.8,"['pool', 'wifi', 'balcony', 'elevator', 'dishwasher-washing']",[],"Penthouse in Strada Progresului 60, Sector 5, București","Spacious and well-located penthouse in Strada Progresului 60, Sector 5, București.",731.43
penthouse,renting,furnished,"Strada Băneasa 12, Sector 1, București",5,2,207.5,"['pet-friendly', 'gym', 'wifi']",[],"Penthouse in Strada Băneasa 12, Sector 1, București","Spacious and well-located penthouse in Strada Băneasa 12, Sector 1, București.",2264.17
loft,renting,partially-furnished,"Calea Șerban Vodă 112, Sector 4, București",3,1,87.0,"['gym', 'pet-friendly', 'parking']",[],"Loft in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located loft in Calea Șerban Vodă 112, Sector 4, București.",662.34
apartment,renting,unfurnished,"Strada Progresului 60, Sector 5, București",3,2,97.9,"['pool', 'elevator', 'heating', 'air-conditioning']",[],"Apartment in Strada Progresului 60, Sector 5, București","Spacious and well-located apartment in Strada Progresului 60, Sector 5, București.",640.16
apartment,renting,partially-furnished,"Strada Progresului 60, Sector 5, București",3,2,90.5,"['heating', 'dishwasher-washing', 'gym', 'wifi', 'elevator']",[],"Apartment in Strada Progresului 60, Sector 5, București","Spacious and well-located apartment in Strada Progresului 60, Sector 5, București.",635.71
penthouse,renting,furnished,"Strada Rahova 89, Sector 5, București",3,3,114.5,"['gym', 'dishwasher-washing', 'parking']",[],"Penthouse in Strada Rahova 89, Sector 5, București","Spacious and well-located penthouse in Strada Rahova 89, Sector 5, București.",831.9
loft,renting,partially-furnished,"Șoseaua Colentina 85, Sector 2, București",2,2,77.6,"['balcony', 'elevator', 'pet-friendly']",[],"Loft in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located loft in Șoseaua Colentina 85, Sector 2, București.",692.74
studio,renting,unfurnished,"Șoseaua Colentina 85, Sector 2, București",1,1,36.4,"['wifi', 'gym', 'air-conditioning', 'heating']",[],"Studio in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located studio in Șoseaua Colentina 85, Sector 2, București.",295.39
penthouse,renting,unfurnished,"Strada Lujerului 33, Sector 6, București",3,3,141.9,"['elevator', 'wifi', 'garden', 'heating']",[],"Penthouse in Strada Lujerului 33, Sector 6, București","Spacious and well-located penthouse in Strada Lujerului 33, Sector 6, București.",1211.34
